DATE,Open,High,Low,Close,Volume
1989-04-20,307.149994,307.959991,304.52999900000003,306.190002,175970000
1989-04-21,306.190002,309.609985,306.190002,309.609985,187310000
1989-04-24,309.609985,309.609985,307.829987,308.690002,142100000
1989-04-25,308.690002,309.649994,306.73999,306.75,165430000
1989-04-26,306.77999900000003,307.299988,306.070007,306.929993,146090000
1989-04-27,306.929993,310.450012,306.929993,309.579987,191170000
1989-04-28,309.579987,309.649994,308.480011,309.640015,158390000
1989-05-01,309.640015,309.640015,307.399994,309.119995,138050000
1989-05-02,309.130005,310.450012,308.119995,308.119995,172560000
1989-05-03,308.119995,308.519989,307.109985,308.160004,171690000
1989-05-04,308.160004,308.399994,307.320007,307.769989,153130000
1989-05-05,307.769989,310.690002,306.980011,307.609985,180810000
1989-05-08,307.609985,307.609985,304.73999,306.0,135130000
1989-05-09,306.0,306.98999,304.059998,305.190002,150090000
1989-05-10,305.190002,306.25,304.850006,305.799988,146000000
1989-05-11,305.799988,307.339996,305.799988,306.950012,151620000
1989-05-12,306.950012,313.839996,306.950012,313.839996,221490000
1989-05-15,313.839996,316.160004,313.839996,316.160004,179350000
1989-05-16,316.160004,316.160004,314.98999,315.27999900000003,173100000
1989-05-17,315.27999900000003,317.940002,315.109985,317.480011,191210000
1989-05-18,317.480011,318.519989,316.540009,317.97000099999997,177480000
1989-05-19,317.97000099999997,321.380005,317.97000099999997,321.23999,242410000
1989-05-22,321.23999,323.059998,320.450012,321.980011,185010000
1989-05-23,321.980011,321.980011,318.200012,318.320007,187690000
1989-05-24,318.320007,319.140015,317.579987,319.140015,178600000
1989-05-25,319.140015,319.600006,318.420013,319.170013,154470000
1989-05-26,319.170013,321.589996,319.140015,321.589996,143120000
1989-05-30,321.589996,322.52999900000003,317.829987,319.049988,151780000
1989-05-31,319.049988,321.299988,318.679993,320.519989,162530000
1989-06-01,320.51001,322.570007,320.01001,321.97000099999997,223160000
1989-06-02,321.97000099999997,325.630005,321.97000099999997,325.519989,229140000
1989-06-05,325.519989,325.929993,322.019989,322.02999900000003,163420000
1989-06-06,322.02999900000003,324.480011,321.269989,324.23999,187570000
1989-06-07,324.23999,327.390015,324.23999,326.950012,213710000
1989-06-08,326.950012,327.369995,325.920013,326.75,212310000
1989-06-09,326.75,327.320007,325.160004,326.690002,173240000
1989-06-12,326.690002,326.690002,323.730011,326.23999,151460000
1989-06-13,326.23999,326.23999,322.959991,323.910004,164870000
1989-06-14,323.910004,324.890015,322.799988,323.829987,170540000
1989-06-15,323.829987,323.829987,319.209991,320.079987,179480000
1989-06-16,319.959991,321.359985,318.690002,321.350006,244510000
1989-06-19,321.350006,321.890015,320.399994,321.890015,130720000
1989-06-20,321.890015,322.77999900000003,321.02999900000003,321.25,167650000
1989-06-21,321.25,321.869995,319.25,320.480011,168830000
1989-06-22,320.480011,322.339996,320.200012,322.320007,176510000
1989-06-23,322.320007,328.0,322.320007,328.0,198720000
1989-06-26,328.0,328.149994,326.309998,326.600006,143600000
1989-06-27,326.600006,329.190002,326.589996,328.440002,171090000
1989-06-28,328.440002,328.440002,324.299988,325.809998,158470000
1989-06-29,325.809998,325.809998,319.540009,319.679993,167100000
1989-06-30,319.670013,319.97000099999997,314.380005,317.980011,170490000
1989-07-03,317.980011,319.269989,317.269989,319.230011,68870000
1989-07-05,319.230011,321.22000099999997,317.26001,320.640015,127710000
1989-07-06,320.640015,321.549988,320.450012,321.549988,140450000
1989-07-07,321.549988,325.869995,321.079987,324.910004,166430000
1989-07-10,324.929993,327.070007,324.910004,327.070007,131870000
1989-07-11,327.070007,330.420013,327.070007,328.77999900000003,171590000
1989-07-12,328.77999900000003,330.390015,327.920013,329.809998,160550000
1989-07-13,329.809998,330.369995,329.079987,329.950012,153820000
1989-07-14,329.959991,331.890015,327.130005,331.839996,183480000
1989-07-17,331.77999900000003,333.019989,331.019989,332.440002,131960000
1989-07-18,332.420013,332.440002,330.75,331.350006,152350000
1989-07-19,331.369995,335.730011,331.350006,335.730011,215740000
1989-07-20,335.73999,337.399994,333.22000099999997,333.51001,204590000
1989-07-21,333.5,335.910004,332.459991,335.899994,174880000
1989-07-24,335.899994,335.899994,333.440002,333.670013,136260000
1989-07-25,333.670013,336.290009,332.600006,333.880005,179270000
1989-07-26,333.880005,338.049988,333.190002,338.049988,188270000
1989-07-27,338.049988,342.0,338.049988,341.98999,213680000
1989-07-28,341.940002,342.959991,341.299988,342.149994,180610000
1989-07-31,342.130005,346.079987,342.019989,346.079987,166650000
1989-08-01,346.079987,347.98999,342.929993,343.75,225280000
1989-08-02,343.75,344.339996,342.47000099999997,344.339996,181760000
1989-08-03,344.339996,345.22000099999997,343.809998,344.73999,168690000
1989-08-04,344.73999,345.420013,342.600006,343.920013,169750000
1989-08-07,343.920013,349.420013,343.910004,349.410004,197580000
1989-08-08,349.410004,349.839996,348.27999900000003,349.350006,200340000
1989-08-09,349.299988,351.0,346.859985,346.940002,209900000
1989-08-10,346.940002,349.77999900000003,345.309998,348.25,198660000
1989-08-11,348.27999900000003,351.179993,344.01001,344.73999,197550000
1989-08-14,344.709991,345.440002,341.959991,343.059998,142010000
1989-08-15,343.059998,345.02999900000003,343.049988,344.709991,148770000
1989-08-16,344.709991,346.369995,344.709991,345.660004,150060000
1989-08-17,345.660004,346.390015,342.97000099999997,344.450012,157560000
1989-08-18,344.450012,346.02999900000003,343.890015,346.02999900000003,145810000
1989-08-21,346.02999900000003,346.25,340.549988,340.670013,136800000
1989-08-22,340.670013,341.25,339.0,341.190002,141930000
1989-08-23,341.190002,344.799988,341.190002,344.700012,159640000
1989-08-24,344.700012,351.519989,344.700012,351.519989,225520000
1989-08-25,351.519989,352.730011,350.089996,350.519989,165930000
1989-08-28,350.519989,352.089996,349.079987,352.089996,131180000
1989-08-29,352.089996,352.119995,348.859985,349.839996,175210000
1989-08-30,349.839996,352.269989,348.660004,350.649994,174350000
1989-08-31,350.649994,351.450012,350.209991,351.450012,144820000
1989-09-01,351.450012,353.899994,350.880005,353.730011,133300000
1989-09-05,353.730011,354.130005,351.820007,352.559998,145180000
1989-09-06,352.559998,352.559998,347.980011,349.23999,161800000
1989-09-07,349.23999,350.309998,348.149994,348.350006,160160000
1989-09-08,348.350006,349.179993,345.73999,348.76001,154090000
1989-09-11,348.76001,348.76001,345.910004,347.660004,126020000
1989-09-12,347.660004,349.459991,347.5,348.700012,142140000
1989-09-13,348.700012,350.100006,345.459991,345.459991,175330000
1989-09-14,345.459991,345.609985,342.549988,343.160004,149250000
1989-09-15,343.160004,345.059998,341.369995,345.059998,234860000
1989-09-18,345.059998,346.839996,344.600006,346.730011,136940000
1989-09-19,346.730011,348.170013,346.440002,346.549988,141610000
1989-09-20,346.549988,347.269989,346.179993,346.47000099999997,136640000
1989-09-21,346.47000099999997,348.459991,344.959991,345.700012,146930000
1989-09-22,345.700012,347.570007,345.690002,347.049988,133350000
1989-09-25,347.049988,347.049988,343.700012,344.230011,121130000
1989-09-26,344.230011,347.019989,344.130005,344.329987,158350000
1989-09-27,344.329987,345.47000099999997,342.850006,345.100006,158400000
1989-09-28,345.100006,348.609985,345.100006,348.600006,164240000
1989-09-29,348.600006,350.309998,348.119995,349.149994,155300000
1989-10-02,349.149994,350.98999,348.350006,350.869995,127410000
1989-10-03,350.869995,354.730011,350.850006,354.709991,182550000
1989-10-04,354.709991,357.48999,354.709991,356.940002,194590000
1989-10-05,356.940002,357.630005,356.27999900000003,356.97000099999997,177890000
1989-10-06,356.97000099999997,359.049988,356.97000099999997,358.77999900000003,172520000
1989-10-09,358.76001,359.859985,358.059998,359.799988,86810000
1989-10-10,359.799988,360.440002,358.109985,359.130005,147560000
1989-10-11,359.130005,359.130005,356.079987,356.98999,164070000
1989-10-12,356.98999,356.98999,354.910004,355.390015,160120000
1989-10-13,355.390015,355.52999900000003,332.809998,333.649994,251170000
1989-10-16,333.649994,342.869995,327.119995,342.850006,416290000
1989-10-17,342.839996,342.850006,335.690002,341.160004,224070000
1989-10-18,341.160004,343.390015,339.02999900000003,341.76001,166900000
1989-10-19,341.76001,348.820007,341.76001,347.130005,198120000
1989-10-20,347.040009,347.570007,344.47000099999997,347.160004,164830000
1989-10-23,347.109985,348.190002,344.22000099999997,344.829987,135860000
1989-10-24,344.829987,344.829987,335.130005,343.700012,237960000
1989-10-25,343.700012,344.51001,341.959991,342.5,155650000
1989-10-26,342.5,342.5,337.200012,337.929993,175240000
1989-10-27,337.929993,337.97000099999997,333.26001,335.059998,170330000
1989-10-30,335.059998,337.040009,334.480011,335.070007,126630000
1989-10-31,335.079987,340.859985,335.070007,340.359985,176100000
1989-11-01,340.359985,341.73999,339.790009,341.200012,154240000
1989-11-02,341.200012,341.200012,336.609985,338.480011,152440000
1989-11-03,338.480011,339.670013,337.369995,337.619995,131500000
1989-11-06,337.609985,337.619995,332.329987,332.609985,135480000
1989-11-07,332.609985,334.820007,330.910004,334.809998,163000000
1989-11-08,334.809998,339.410004,334.809998,338.149994,170150000
1989-11-09,338.149994,338.730011,336.209991,336.570007,143390000
1989-11-10,336.570007,339.100006,336.570007,339.100006,131800000
1989-11-13,339.079987,340.51001,337.929993,339.549988,140750000
1989-11-14,339.549988,340.410004,337.059998,337.98999,143170000
1989-11-15,338.0,340.540009,337.140015,340.540009,155130000
1989-11-16,340.540009,341.019989,338.929993,340.579987,148370000
1989-11-17,340.579987,342.23999,339.850006,341.609985,151020000
1989-11-20,341.609985,341.899994,338.290009,339.350006,128170000
1989-11-21,339.350006,340.209991,337.52999900000003,339.589996,147900000
1989-11-22,339.589996,341.920013,339.589996,341.910004,145730000
1989-11-24,341.920013,344.23999,341.910004,343.97000099999997,86290000
1989-11-27,343.980011,346.23999,343.97000099999997,345.609985,149390000
1989-11-28,345.609985,346.329987,344.410004,345.769989,153770000
1989-11-29,345.769989,345.769989,343.359985,343.600006,147270000
1989-11-30,343.600006,346.5,343.570007,345.98999,153200000
1989-12-01,346.01001,351.880005,345.98999,350.630005,199200000
1989-12-04,350.630005,351.51001,350.320007,351.410004,150360000
1989-12-05,351.410004,352.23999,349.579987,349.579987,154640000
1989-12-06,349.579987,349.940002,347.910004,348.549988,145850000
1989-12-07,348.549988,349.839996,346.0,347.589996,161980000
1989-12-08,347.600006,349.600006,347.589996,348.690002,144910000
1989-12-11,348.679993,348.73999,346.390015,348.559998,147130000
1989-12-12,348.559998,352.209991,348.410004,351.730011,176820000
1989-12-13,351.700012,354.100006,351.649994,352.75,184660000
1989-12-14,352.73999,352.75,350.079987,350.929993,178700000
1989-12-15,350.97000099999997,351.859985,346.079987,350.140015,240390000
1989-12-18,350.140015,350.880005,342.190002,343.690002,184750000
1989-12-19,343.690002,343.73999,339.630005,342.459991,186060000
1989-12-20,342.5,343.700012,341.790009,342.839996,176520000
1989-12-21,342.839996,345.02999900000003,342.839996,344.77999900000003,175150000
1989-12-22,344.77999900000003,347.52999900000003,344.76001,347.420013,120980000
1989-12-26,347.420013,347.869995,346.52999900000003,346.809998,77610000
1989-12-27,346.839996,349.119995,346.809998,348.809998,133740000
1989-12-28,348.799988,350.679993,348.76001,350.670013,128030000
1989-12-29,350.679993,353.410004,350.670013,353.399994,145940000
1990-01-02,353.399994,359.690002,351.980011,359.690002,162070000
1990-01-03,359.690002,360.589996,357.890015,358.76001,192330000
1990-01-04,358.76001,358.76001,352.890015,355.670013,177000000
1990-01-05,355.670013,355.670013,351.350006,352.200012,158530000
1990-01-08,352.200012,354.23999,350.540009,353.790009,140110000
1990-01-09,353.829987,354.170013,349.609985,349.619995,155210000
1990-01-10,349.619995,349.619995,344.320007,347.309998,175990000
1990-01-11,347.309998,350.140015,347.309998,348.52999900000003,154390000
1990-01-12,348.52999900000003,348.52999900000003,339.48999,339.929993,183880000
1990-01-15,339.929993,339.940002,336.570007,337.0,140590000
1990-01-16,337.0,340.75,333.369995,340.75,186070000
1990-01-17,340.769989,342.01001,336.26001,337.399994,170470000
1990-01-18,337.399994,338.380005,333.980011,338.190002,178590000
1990-01-19,338.190002,340.480011,338.190002,339.149994,185590000
1990-01-22,339.140015,339.959991,330.27999900000003,330.380005,148380000
1990-01-23,330.380005,332.76001,328.670013,331.609985,179300000
1990-01-24,331.609985,331.709991,324.170013,330.26001,207830000
1990-01-25,330.26001,332.329987,325.329987,326.079987,172270000
1990-01-26,326.089996,328.579987,321.440002,325.799988,198190000
1990-01-29,325.799988,327.309998,321.790009,325.200012,150770000
1990-01-30,325.200012,325.730011,319.829987,322.980011,186030000
1990-01-31,322.980011,329.079987,322.980011,329.079987,189660000
1990-02-01,329.079987,329.859985,327.76001,328.790009,154580000
1990-02-02,328.790009,332.100006,328.089996,330.920013,164400000
1990-02-05,330.920013,332.160004,330.450012,331.850006,130950000
1990-02-06,331.850006,331.859985,328.200012,329.660004,134070000
1990-02-07,329.660004,333.76001,326.549988,333.75,186710000
1990-02-08,333.75,336.089996,332.0,332.959991,176240000
1990-02-09,333.019989,334.600006,332.410004,333.619995,146910000
1990-02-12,333.619995,333.619995,329.97000099999997,330.079987,118390000
1990-02-13,330.079987,331.609985,327.920013,331.019989,144490000
1990-02-14,331.019989,333.200012,330.640015,332.01001,138530000
1990-02-15,332.01001,335.209991,331.609985,334.890015,174620000
1990-02-16,334.890015,335.640015,332.420013,332.72000099999997,166840000
1990-02-20,332.72000099999997,332.72000099999997,326.26001,327.98999,147300000
1990-02-21,327.910004,328.170013,324.47000099999997,327.670013,159240000
1990-02-22,327.670013,330.980011,325.700012,325.700012,184320000
1990-02-23,325.700012,326.149994,322.100006,324.149994,148490000
1990-02-26,324.160004,328.670013,323.980011,328.670013,148900000
1990-02-27,328.679993,331.940002,328.47000099999997,330.26001,152590000
1990-02-28,330.26001,333.480011,330.160004,331.890015,184400000
1990-03-01,331.890015,334.399994,331.079987,332.73999,157930000
1990-03-02,332.73999,335.540009,332.72000099999997,335.540009,164330000
1990-03-05,335.540009,336.380005,333.48999,333.73999,140110000
1990-03-06,333.73999,337.929993,333.570007,337.929993,143640000
1990-03-07,337.929993,338.839996,336.329987,336.950012,163580000
1990-03-08,336.950012,340.660004,336.950012,340.269989,170900000
1990-03-09,340.119995,340.269989,336.839996,337.929993,150410000
1990-03-12,337.929993,339.079987,336.140015,338.670013,114790000
1990-03-13,338.670013,338.670013,335.359985,336.0,145440000
1990-03-14,336.0,337.630005,334.929993,336.869995,145060000
1990-03-15,336.869995,338.910004,336.869995,338.070007,144410000
1990-03-16,338.070007,341.910004,338.070007,341.910004,222520000
1990-03-19,341.910004,343.76001,339.119995,343.52999900000003,142300000
1990-03-20,343.52999900000003,344.48999,340.869995,341.570007,177320000
1990-03-21,341.570007,342.339996,339.559998,339.73999,130990000
1990-03-22,339.73999,339.769989,333.619995,335.690002,175930000
1990-03-23,335.690002,337.579987,335.690002,337.22000099999997,132070000
1990-03-26,337.22000099999997,339.73999,337.22000099999997,337.630005,116110000
1990-03-27,337.630005,341.5,337.02999900000003,341.5,131610000
1990-03-28,341.5,342.579987,340.600006,342.0,142300000
1990-03-29,342.0,342.070007,339.769989,340.790009,132190000
1990-03-30,340.790009,341.410004,338.209991,339.940002,139340000
1990-04-02,339.940002,339.940002,336.329987,338.700012,124360000
1990-04-03,338.700012,343.76001,338.700012,343.640015,154310000
1990-04-04,343.640015,344.119995,340.399994,341.089996,159530000
1990-04-05,341.089996,342.850006,340.630005,340.730011,144170000
1990-04-06,340.730011,341.730011,338.940002,340.079987,137490000
1990-04-09,340.079987,341.829987,339.880005,341.369995,114970000
1990-04-10,341.369995,342.410004,340.619995,342.070007,136020000
1990-04-11,342.070007,343.0,341.26001,341.920013,141080000
1990-04-12,341.920013,344.790009,341.910004,344.339996,142470000
1990-04-16,344.339996,347.299988,344.100006,344.73999,142810000
1990-04-17,344.73999,345.190002,342.059998,344.679993,127990000
1990-04-18,344.679993,345.329987,340.109985,340.72000099999997,147130000
1990-04-19,340.72000099999997,340.72000099999997,337.589996,338.089996,152930000
1990-04-20,338.089996,338.519989,333.410004,335.119995,174260000
1990-04-23,335.119995,335.119995,330.089996,331.049988,136150000
1990-04-24,331.049988,332.97000099999997,329.709991,330.359985,137360000
1990-04-25,330.359985,332.73999,330.359985,332.02999900000003,133480000
1990-04-26,332.02999900000003,333.76001,330.670013,332.920013,141330000
1990-04-27,332.920013,333.570007,328.709991,329.109985,130630000
1990-04-30,329.109985,331.309998,327.76001,330.799988,122750000
1990-05-01,330.799988,332.829987,330.799988,332.25,149020000
1990-05-02,332.25,334.480011,332.149994,334.480011,141610000
1990-05-03,334.480011,337.019989,334.47000099999997,335.570007,145560000
1990-05-04,335.579987,338.459991,335.170013,338.390015,140550000
1990-05-07,338.390015,341.070007,338.109985,340.52999900000003,132760000
1990-05-08,340.52999900000003,342.02999900000003,340.170013,342.01001,144230000
1990-05-09,342.01001,343.079987,340.899994,342.859985,152220000
1990-05-10,342.869995,344.980011,342.769989,343.820007,158460000
1990-05-11,343.820007,352.309998,343.820007,352.0,234040000
1990-05-14,352.0,358.410004,351.950012,354.75,225410000
1990-05-15,354.75,355.089996,352.839996,354.27999900000003,165730000
1990-05-16,354.269989,354.679993,351.950012,354.0,159810000
1990-05-17,354.0,356.920013,354.0,354.47000099999997,164770000
1990-05-18,354.47000099999997,354.640015,352.519989,354.640015,162520000
1990-05-21,354.640015,359.070007,353.77999900000003,358.0,166280000
1990-05-22,358.0,360.5,356.089996,358.429993,203350000
1990-05-23,358.429993,359.290009,356.98999,359.290009,172330000
1990-05-24,359.290009,359.559998,357.869995,358.410004,155140000
1990-05-25,358.410004,358.410004,354.320007,354.579987,120250000
1990-05-29,354.579987,360.649994,354.549988,360.649994,137410000
1990-05-30,360.649994,362.26001,360.0,360.859985,199540000
1990-05-31,360.859985,361.839996,360.230011,361.230011,165690000
1990-06-01,361.26001,363.519989,361.209991,363.160004,187860000
1990-06-04,363.160004,367.850006,362.429993,367.399994,175520000
1990-06-05,367.399994,368.77999900000003,365.48999,366.640015,199720000
1990-06-06,366.640015,366.640015,364.420013,364.959991,164030000
1990-06-07,365.920013,365.920013,361.600006,363.149994,160360000
1990-06-08,363.149994,363.48999,357.679993,358.709991,142600000
1990-06-11,358.709991,361.630005,357.700012,361.630005,119550000
1990-06-12,361.630005,367.269989,361.149994,366.25,157100000
1990-06-13,366.25,367.089996,364.51001,364.899994,158910000
1990-06-14,364.899994,364.899994,361.640015,362.899994,135770000
1990-06-15,362.890015,363.140015,360.709991,362.910004,205130000
1990-06-18,362.910004,362.910004,356.880005,356.880005,133470000
1990-06-19,356.880005,358.899994,356.179993,358.47000099999997,134930000
1990-06-20,358.47000099999997,359.910004,357.0,359.100006,137420000
1990-06-21,359.100006,360.880005,357.630005,360.47000099999997,138570000
1990-06-22,360.519989,363.200012,355.309998,355.429993,172570000
1990-06-25,355.420013,356.410004,351.910004,352.309998,133100000
1990-06-26,352.320007,356.089996,351.850006,352.059998,141420000
1990-06-27,352.059998,355.890015,351.230011,355.140015,146620000
1990-06-28,355.160004,357.630005,355.160004,357.630005,136120000
1990-06-29,357.640015,359.089996,357.299988,358.019989,145510000
1990-07-02,358.019989,359.579987,357.540009,359.540009,130200000
1990-07-03,359.540009,360.730011,359.440002,360.160004,130050000
1990-07-05,360.160004,360.160004,354.859985,355.679993,128320000
1990-07-06,355.690002,359.019989,354.640015,358.420013,111730000
1990-07-09,358.420013,360.049988,358.109985,359.519989,119390000
1990-07-10,359.519989,359.73999,356.410004,356.48999,147630000
1990-07-11,356.48999,361.230011,356.48999,361.230011,162220000
1990-07-12,361.230011,365.459991,360.570007,365.440002,213180000
1990-07-13,365.450012,369.679993,365.450012,367.309998,215600000
1990-07-16,367.309998,369.77999900000003,367.309998,368.950012,149430000
1990-07-17,368.950012,369.399994,364.98999,367.519989,176790000
1990-07-18,367.519989,367.519989,362.950012,364.22000099999997,168760000
1990-07-19,364.22000099999997,365.320007,361.290009,365.320007,161990000
1990-07-20,365.320007,366.640015,361.579987,361.609985,177810000
1990-07-23,361.609985,361.609985,350.089996,355.309998,209030000
1990-07-24,355.309998,356.089996,351.459991,355.790009,181920000
1990-07-25,355.790009,357.519989,354.799988,357.089996,163530000
1990-07-26,357.089996,357.47000099999997,353.950012,355.910004,155040000
1990-07-27,355.899994,355.940002,352.140015,353.440002,149070000
1990-07-30,353.440002,355.549988,351.149994,355.549988,146470000
1990-07-31,355.549988,357.540009,353.910004,356.149994,175380000
1990-08-01,356.149994,357.350006,353.820007,355.519989,178260000
1990-08-02,355.519989,355.519989,349.730011,351.480011,253090000
1990-08-03,351.480011,351.480011,338.200012,344.859985,295880000
1990-08-06,344.859985,344.859985,333.269989,334.429993,240400000
1990-08-07,334.429993,338.630005,332.22000099999997,334.829987,231580000
1990-08-08,334.829987,339.209991,334.829987,338.350006,190400000
1990-08-09,338.350006,340.559998,337.559998,339.940002,155810000
1990-08-10,339.899994,339.899994,334.22000099999997,335.519989,145340000
1990-08-13,335.390015,338.880005,332.019989,338.839996,122820000
1990-08-14,338.839996,340.959991,337.190002,339.390015,130320000
1990-08-15,339.390015,341.920013,339.380005,340.059998,136710000
1990-08-16,340.059998,340.059998,332.390015,332.390015,138850000
1990-08-17,332.359985,332.359985,324.630005,327.829987,212560000
1990-08-20,327.829987,329.899994,327.070007,328.51001,129630000
1990-08-21,328.51001,328.51001,318.77999900000003,321.859985,194630000
1990-08-22,321.859985,324.149994,316.549988,316.549988,175550000
1990-08-23,316.549988,316.549988,306.559998,307.059998,250440000
1990-08-24,307.059998,311.649994,306.179993,311.51001,199040000
1990-08-27,311.549988,323.109985,311.549988,321.440002,160150000
1990-08-28,321.440002,322.200012,320.25,321.339996,127660000
1990-08-29,321.339996,325.829987,320.869995,324.190002,134240000
1990-08-30,324.190002,324.570007,317.820007,318.709991,120890000
1990-08-31,318.709991,322.570007,316.589996,322.559998,96480000
1990-09-04,322.559998,323.089996,319.109985,323.089996,92940000
1990-09-05,323.089996,324.519989,320.98999,324.390015,120610000
1990-09-06,324.390015,324.390015,319.369995,320.459991,125620000
1990-09-07,320.459991,324.179993,319.709991,323.399994,123800000
1990-09-10,323.420013,326.52999900000003,320.309998,321.630005,119730000
1990-09-11,321.630005,322.179993,319.600006,321.040009,113220000
1990-09-12,321.040009,322.549988,319.600006,322.540009,129890000
1990-09-13,322.51001,322.51001,318.019989,318.649994,123390000
1990-09-14,318.649994,318.649994,314.76001,316.829987,133390000
1990-09-17,316.829987,318.049988,315.209991,317.769989,110600000
1990-09-18,317.769989,318.850006,314.269989,318.600006,141130000
1990-09-19,318.600006,319.350006,316.25,316.600006,147530000
1990-09-20,316.600006,316.600006,310.549988,311.480011,145100000
1990-09-21,311.52999900000003,312.170013,307.980011,311.320007,201050000
1990-09-24,311.299988,311.299988,303.579987,304.589996,164070000
1990-09-25,305.459991,308.269989,304.230011,308.26001,155940000
1990-09-26,308.26001,308.27999900000003,303.049988,305.059998,155570000
1990-09-27,305.059998,307.47000099999997,299.100006,300.97000099999997,182690000
1990-09-28,300.97000099999997,306.049988,295.980011,306.049988,201010000
